question,answer
柴楼新庄园金园的不足之处,小区目前只有地下车位，地上车位只用于临时停车。造成车位不足，且车位费用略高。
柴楼新庄园隆园的小区设施,小区中心位置是花园，两侧有凉亭，丰巢，健身器材，儿童滑梯，方便大家娱乐和休闲好去处。
柴楼新庄园隆园的小区户型,柴楼隆园一共12栋楼，两提4户，两年是南北通透的两居和和三居，中间是全阳一居和两居，小户型较少。
柴楼新庄园隆园的不足之处,小区车位不充足，但是可以停到门口庄园南道上  车位紧张
树德北里的小区设施,7号楼楼下步行100米有个5平米的凉亭，适合老人休息喝茶聊天
树德北里的小区户型,共7栋，一室户型在33-37平左右，两室户型在51-60平左右南北通透户型
树德北里的不足之处,楼龄比较老 没有固定车位，车位比较紧张。
树德北里的附近学校,小区属于耀华小学，距离学校200米，公立中学。
树德北里的居民素质,居民50%为原始老住户，50%为陪读的租户，居民素质高，邻里关系和谐
树德里南区的小区户型,小区都是5层到顶小砖楼、主卖48平米小两室和54平米南北通透两室。
树德里南区的居民素质,小区内大部分居民都是家长带娃陪读的，租户不多。
树德里南区的生活配套,出小区50米就是绵阳道菜市场。北走100米就是南营门卫生所。
树德里南区的轨道交通,小区南行50米就是地铁3号线西康路站
树德里南区的不足之处,小区内无固定车位，临近的楼门临近市场会有些扰民。
栖仙温泉公寓中区的生活配套,出了小区西南门向东300米就是家乐超市，购物便捷
栖仙温泉公寓中区的小区户型,多层楼房，131平米通透三居，带地下室
栖仙温泉公寓中区的不足之处,小区2000年建，很老旧  车位紧张
栖仙温泉公寓中区的不足之处,小区建于08年左右，属于比较老的小区
栖仙温泉公寓中区的小区设施,小区内有大型花园占地10亩地，有健身器材设施
栖仙温泉公寓中区的轨道交通,距离武清城际高铁站2公里
栖仙温泉公寓中区的小区户型,楼间距60米，两居110平米户型是两居通透
栖仙温泉公寓西区的不足之处,小区增加车位，导致绿化变低。
栖仙温泉公寓西区的附近学校,隶属于杨村第三中学，属于重点高中，师资力量雄厚，10名特级教师
栖仙温泉公寓西区的小区设施,小区中心有大广场、有300平米家乐连锁超市购物娱乐方便、有9-00平米的湖属于景观小区 绿化率高
栖仙温泉公寓西区的居民素质,住户大多为本地干部 素质高邻里关系和睦 租户主要是英华学校的家长陪读学生素质很高
栖仙温泉公寓西区的生活配套,小区到大型超市仅需几百米的路程，离文化公园步行不久就可到。
栖仙温泉公寓西区的小区户型,多层有99.108.142平米的户型，主要以大户型两居室和三居室为主
格普澜轩的不足之处,车位不足，小区是人车分流，地下车位不够使用
格普澜轩的小区户型,小区均为2梯3户，1梯2户，104-134平米三室，其中128-134平米全明户型，采光好，楼间距大
格普澜轩的房屋品质,房子08年毛皮交房，都是按自己喜欢风格装修，带大飘窗，冬暖夏凉，采光好
格普澜轩的生活配套,步行1KM滨江道商业街，650米伊势丹百货商场，有亲子活动场所
格普澜轩的小区设施,小区内部有花园，凉亭，篮球架，小朋友比较多，放学可以多交朋友
格普澜轩的轨道交通,不行100米公交站，850米地铁站，直达天津站
格调春天的生活配套,"周边商场多多，生活配套齐全，天佑城，仁恒广场都有,小区内部还有自持的商业街便利店，洗衣店都有"
格调春天的小区户型,小区有十八楼到顶的高层，也有9楼到顶的洋房。户型有南北通透的两室和三室，还有阳面一室，双阳两室户型。
格调春天的生活配套,一号楼南侧南开五幼，距南开区五马路小学200米，距南开中学1000米，小区西侧长虹公园天然氧吧
格调春天的不足之处,单价和总价都很高，一般工薪人群很难入住 车位紧张
格调春天的小区户型,本小区多为两梯三户和一梯两户。南北通透的两室和三室，还有阳面一室，双阳两室户型
格调春天的轨道交通,小区北门出门就是广开四马路地铁站离小区不到100米。离西南角1.2号线换乘站七百米左右
格调春天的居民素质,小区是2006年商品房电梯房，了绿化高，品质高的当时就8000左右一平米，里面都是素质比较高的
格调春天的轨道交通,北门地铁2号线广开四马路站，通往火车站和机场，东门公交50中学站，西门公交天香水畔站，通往火车站等地
格调春天的小区设施,小区1号楼下有游泳健身中心，1号楼南侧有网球场，小区内有地下车库，有凉亭，夏天纳凉好去处
格调春天的不足之处,单价和总价都很高，一般工薪人群很难入住  车位紧张
桂江里(河西)的附近学校,幼儿园：河西区第二十九幼儿园、河西区第二十二幼儿园、河西区第二十二幼儿园分园中小学：
桂江里(河西)的小区户型,此方为多层住宅，44栋楼 3269户，采光没问题
桂江里(河西)的不足之处,本身就属于老小区嘛，物业差点。 相信买这的房子都不只是为了物业吧。
桂江里(河西)的轨道交通,距离846路、859路、657路、706路、800路、20路、954路 公交站有150米左右
桂江里(河西)的其他描述,供水：市政供水 4.9元/方供 电：一户一表 自行买电 0.49元/度燃 气：煤制气 2.2元/方
桂江里(河西)的生活配套,"距离天津财经大学有500米左右
桃花园东里,小区户型,桃花园东里主要户型有46平米一居室，66、68平米两居室
桃花园东里,房屋品质,和周边小区相比年代较新，产别有公产、企产以及私产。
桃花园东里,生活配套,出小区，就能看到凯莱赛商场，距离周边的红桥医院800米即可到达。
桃花园东里,小区设施,小区有花园供小区内业主休息，有很多老年人在下棋聊天。
桥园里(河北),小区户型,6层到顶砖楼，面积21-82平米一室两室，一梯三户或者一梯四户，推荐南北通透户型偏单两室。
桥园里(河北),不足之处,小区车位比较紧张，物业疏于管理
桥园里(河北),附近学校,河北第二实验小学，三十中学，三十五中学，五十七中学，红光中学
桥园里(河北),轨道交通,金钟河大街5-6号线，双地铁口50米。距快速路金钟河大街50米
梅宏园(南区),轨道交通,小区出门右转300米是地铁五号线六号线金钟河大街地铁站，属于换乘站，能通往市里各个地方。
梅宏园(南区),小区户型,小区一共四栋楼，一梯三户，一梯两户的，有56平左右的一室，70-90平左右的两室。
梅宏园(南区),不足之处,小区1999年房子，比较老旧，物业管理较次。
梅江康城益康园,小区户型,小区有7栋高层和21栋洋房，洋房一梯两户，高层两梯四户，有双阳和南北通透两用户型，120平以上的三室
梅江康城益康园,生活配套,小区北门一条街餐饮 方便出行吃饭 向西100米永旺梦乐城  及餐饮 服装 游玩 电影一体化超市
梅江康城益康园,不足之处,相比周边比其他小区绿化较低，房龄时间比较长进10年房龄  车位紧张
梅江康城益康园,小区设施,小区中心有800平米绿化，以及娱乐设施，适合带小孩玩耍
梅江康城益康园,不足之处,小区车位比较拥挤 物业管理一般
梅江康城益康园,生活配套,小区前面菜市场 离永旺大型超市不到1000米
梅江康城益康园,轨道交通,梅江康城东门20米门口826公交站，新家园发车，途径五一阳光，凯旋门站，到达中心公园
梅江康城益康园,居民素质,客户群体是刚需客户，改善可以换大平米洋房，居民都比较接地气。因为位置的关系，后期出租也比较好租。
梅江康城益康园,轨道交通,距离梅江康城站50米 可换乘826路 711路 703路 途径银河广场 凯旋门
梅江康城益康园,小区户型,小区共27栋 洋房90-150㎡ 全明通透两室三室 出房率高 6栋高层67-92㎡一室二室采光好
梧桐公社(北里),生活配套,东侧就是奥特莱斯商业中心、湿地影城，南侧是国际网球中心、自行车馆、射击馆、各种运动场馆为休闲娱乐方便
梧桐公社(北里),小区设施,小区是纯地下车位，车位配比为1:1满足所有客户停车问题。小区绿化种有多种植被，居住环境更加优美舒适。
梧桐公社(北里),不足之处,目前公交线路不多，地铁Z1尚未开通，出行还是自驾比较方便，周边的楼面价较高
梧桐公社(北里),小区户型,一梯两户8层到顶洋房社区，主推105㎡120㎡户型，小面积为95㎡，楼间距在40米左右采光无遮挡
森淼公寓,不足之处,房子户型较大，总价较高。
森淼公寓,其他描述,物 业 费：1.20元/平米·月，物业公司：天津市鑫森物业管理有限公司
森淼公寓,小区户型,小区统共4栋楼为高层，主力户型为140-152平的三室，230-270平的四室，楼间距宽，采光好。
植园里,附近学校,对口小学：水上小学，非重点。入学资格：户籍在本房内的适龄儿童。中学高等教师1人，小学高等教师99人。
植园里,生活配套,小区北边就是大型华润万家综合超市。向西步行800米是王顶堤商业中心。向北400米是一中心医院
植园里,居民素质,外来租住人员占百分之五。本地人占百分之五十。
植园里,不足之处,小区只有四栋楼，停车不是很方便
植园里,轨道交通,小区门口到红旗南路地铁站步行800米，为三号线和六号线的换乘站。到王顶堤立交桥公交站步行600米。
植园里,其他描述,小区距南大附小100米，很适合南开大学老师购买居住。
欣中苑,小区户型,主 推 84平全阳两室 84通透两室 92平通透两室 中间楼层 采光好 楼间距大
欣中苑,附近学校,实验小学 天津实验中学 重点学 区 环境优美 师资力量雄厚
欣中苑,不足之处,位置稍微偏点 租客多 绿化少
欣昌苑,不足之处,小区是车位1:1.2，有些不够用，物业费2.08分，略高周边小区。
欣昌苑,附近学校,欣嘉园有公立幼儿园，小学和玉簪小学，离小区1500米有滨海实验初高一体。
欣昌苑,小区户型,欣昌苑主力户型85平全阳两居，90平108通透三居，有10栋高层和6栋小高组成。
欣昌苑,生活配套,小区北面有三甲肿瘤医院，离1000米有公交113.134.948.521公交路线，离菜市场500米
欣然苑,小区设施,小区南门入口处，有一个足球场大小的娱乐场地，有花园.凉亭.健身器材.儿童娱乐设施，小区属于中心位置
欣然苑,房屋品质,建投国企开发建设。次新小区。有花园 凉亭 健身器材 儿童娱乐设施。小区属于整个片区的中心位置。
欣荣馨苑,小区户型,小区都是24层到顶的，户型1室在48-68平 2室在63-85平 3室在81-101平刚需改善
欣荣馨苑,生活配套,出门步行800米就是沃尔玛超市和未来广场购物休闲广场
欣荣馨苑,小区户型,小区一共8栋高层，45平1室60-90两室85-110三室
欣荣馨苑,小区设施,小区内40%的绿化面积，入住率达到70%，人文环境非常不错
欣荣馨苑,不足之处,，，小区车位比较，紧张，  车位紧张
欣荣馨苑,轨道交通,小区800米左右出门步行500米就是地铁2号线远洋国际中心站，步行1500米左右到达天津站
欣荣馨苑,不足之处,小区不足就是还迁房，户数较多，舒适度会差点。
欣雅苑,轨道交通,小区西北方向500米地铁站正在修建，预计2024年正式通车。
欣雅苑,小区设施,小区南门隔一条马路是就郊野公园，小区内9栋楼附近就是儿童乐园和健身器材，休闲广场。
欣雅苑,小区户型,本小区主要是以小户型为主 两居室 小区的楼间距很大  国企开发商
欣雅苑,生活配套,小区南门隔一条马路就是蓝卡社区医院，接种疫苗以及普通感冒等就医非常方便。
欣雅苑,轨道交通,附近有地铁B1线，四个地铁口，多趟公交车经过113、134、521、946、527、528等
欣雅苑,小区户型,欣雅两室84-92-97平和三室126平主力户型，楼间20米，18层到顶居多，采光很好。
欣雅苑,房屋品质,小区是有滨海建投大开发商建设开发，2014年统一交房，小区绿化面积达到50
欣雅苑,不足之处,小区内目前车位比较紧张，停车不是很方便。但是小区外有很多免费停车位，可以停车。
欣雅苑,不足之处,小区交房时间有点长，楼道不是很新，但是小区人员素质比较高大学生居多
欣雅苑,生活配套,小区东侧有早市，西侧有三层大型菜市场，超市，银交通银行，建设银行，饭店，底商，生活便捷
欣雅苑,小区户型,欣雅全阳两室84平，92平。通透97平，92平。这几个户型居多。三室126平的也有少量。
欣雅苑,小区设施,小区中心有个小花园，花园内有儿童滑梯，跷跷板等娱乐设施，老人锻炼身体器材，是很多人休息的好地方
欣雅苑,附近学校,西边200米是实验中学学校，向东1000米黄港幼儿园，滨海经济管理学院
欣雅苑,附近学校,欣嘉园小学 实验中学 实验高中 师资力量雄厚
欣雅苑,小区户型,小区是两梯四户，24层到顶高层，小户型居多，两居室，适合刚需改善，总房款低
欣雅苑,不足之处,离滨海中心太远，来回上下班不太方便
欣雅苑,不足之处,小区离着滨海新区中心较远 上下班不方便
欧铂城小区,居民素质,居民都是本地市民，居民素质都高，邻里之间关系和睦。
欧铂城小区,小区户型,小区均为三梯六户0205是通透H户型03.04是双阳两室01.06是西南和东南朝向90多平米
欧铂城小区,小区户型,小区都是带电梯塔楼，户型都是大户型，楼间距约50米左右，采光良好。
欧铂城小区,生活配套,出小区西门200米是世纪华联超市，车位比例1.1居民停车非常方便，还有简单的娱乐健身器材
欧铂城小区,轨道交通,距离三号线小淀地铁站约500米
欧铂城小区,不足之处,小区，周边在建，配套不是很齐
欧铂城小区,不足之处,新建小区周边配套不齐。
欧铂城小区,轨道交通,出小区东门左拐三号线小店地铁500米，
正荣府,轨道交通,门口就是地铁5号线，出行非常的方便
正荣府,不足之处,目前周边配套还不是很完善，都是新建小区，交房时间比较晚。
正荣府,小区户型,正荣府有40栋楼，12号楼到40号为洋房，户型有105，125大开间三室两厅两卫和152平米四室
正荣府,不足之处,小区1到20号楼可直下地下车库，21到40不能直下地下车库，人车分流不够彻底，有少部分车位在地上，
正荣府,房屋品质,小区16年开盘，19年12月份交房，小区为巴洛克风格，整体环境和风格非常不错，是生活居住的好地方
正荣府,小区户型,户型高层有84平米和98平米两室，84平米全明户型，两室朝南，98平米也是全明三室，全部24层到顶。
正荣府,小区设施,小区自带儿童乐园，老年活动中心，绿化率高
正荣府,不足之处,房子没有满五年税费多个人所得税
正荣府,小区户型,目前有118平的洋房，110平小高，82-89平高层，精装修交房。
正荣府,轨道交通,小区门口右转200米，到地铁5号线北辰道站，李齐庄方向，四站地到张兴庄站，与三号线换乘，可到天津站。
正荣府,小区设施,小区内有两个锻炼身体的场所和一个儿童游玩区在12号楼旁边，为小区内住户提供散步，锻炼的空间
正荣府,小区户型,小区户型97平米，南北通透，3室2厅，29/33层到顶，2梯4户，楼间距40-60米，采光充足。
正荣府,生活配套,小区东侧，一路之隔500米处永旺梦乐城大型商业综合体。
正荣府,轨道交通,小区近地铁五号线，到五号线职业大学站只有500米，可通往全市各个地方。交通十分方便。
正荣府,生活配套,周紧邻地铁出门150米就是，还有大型商场，小区大门两侧底商开了饭店，商铺，菜铺等，生活便利
正荣府,不足之处,新小区，周边配套不是很成熟，车位1比1，稍微紧张。
正荣润璟湾,小区户型,小区为26层到顶的高层为主，两梯四户。112平南北通透和92平双阳两室为主打户型。高素质居住人群。
正荣润璟湾,生活配套,向东800米有宜家、永旺大型购物中心，新城市中心文化广场，满足日常一切娱乐购物等需求。
正荣润璟湾,轨道交通,距离地铁2号线仅一公里，出行非常方便。
正荣润璟湾,房屋品质,小区为2016年竣工，统一交房，同一装修风格，次新小区，保持的很好。
正荣润璟湾,小区设施,小区有多个300平的娱乐场所，有跷跷板和儿童滑梯，供小孩儿玩耍。
正荣润璟湾,不足之处,北门为阜锦道，底商开业的还不多，买菜不太方便。
民宜里,不足之处,小区房龄老  小区有些旧
民宜里,轨道交通,小区东门右拐500米有地铁三号和五号换乘线
民宜里,生活配套,小区北门左拐100米路西是兔儿岭商场生活物品应有尽有
民宜里,小区户型,本小区有38平中独 ，42平偏独  60平2室，2室为主力户型
民宜里,不足之处,房龄长，绿化少，老人居多。
民宜里,小区户型,本小区有经典一室分为38平中独和41平偏独，60平刀疤偏单
民宜里,轨道交通,出小区左转800米左右是地铁3.5号线张兴庄站
民畅园,不足之处,小区车位少。道路不平
民畅园,附近学校,民畅园是师范附属小学学片，对应的中学有5中，民族中学、等
民畅园,小区户型,小区一共14栋楼，有一室和两室，三梯八户，有一梯六户的。面积有48-55平米的一室，53-64的两室
民畅园,小区设施,小区有小花园，小花园离5.6.9号楼比较近，绿化率高
民畅园,生活配套,小区附近一公里内有物美超市，银行，医院，饭馆。生活设施。
气象东里,不足之处,房龄较老，户型均为东西向，开放式小区，没有物业
气象东里,轨道交通,小区距离西康路地铁站和大概200米的距离，西康路地铁站为三号线，贯穿整个天津市，与其它几号线无缝连接
气象东里,小区户型,共18栋，七层或八层到顶，均为东西向，容易出38平米的一室，与58平米的两室。
气象里(北区),小区户型,气象里小区主要是以40平米一居室60-70平米的两居室，90平米的三居室为主，其中90平米的户型比。
气象里(北区),房屋品质,小区的品质很好，多数是福利分房时代的房子，多数业主是企事业单位的管理层，人文素质比较高
气象里(北区),不足之处,小区不足就是老社区，没有地下车位，停车位紧张
气象里(北区),轨道交通,小区出门400米就是地铁3号线吴家窑站，小区门口就是气象里公交车站，出行方便
水岸华庭(津南),小区户型,一体两户，南北通透。主推1楼大平米，带院子。
水岸华庭(津南),其他描述,小区内有花园，车位充足、
水岸华庭(津南),不足之处,临超市较远 购物不方便
水岸华庭(津南),附近学校,紧邻咸水沽重点高中，咸水沽第五小学、
水岸华庭(津南),居民素质,小区内租户大约在10%左右，高品质小区，租金觉贵。
水岸华庭(西青),小区户型,小区共计10栋楼，均为一梯两户的南北通透户型。小区主打106大H户型改善住房。
水岸华庭(西青),小区户型,小区有6层到顶洋房和小高层，户型有一室户型，两室户型，三室户型，主推两室户型。
水岸华庭(西青),不足之处,小区车位紧张，不足以一户一车位。小区绿化稍差。
水岸华庭(西青),小区户型,小区均为一梯两户，南北通透，主推大户型，106平米两室为主力房源，适合改善居住。
水岸华庭(西青),附近学校,距小区门口700米有杨柳青重点中学，杨柳青四中。
水岸华庭(西青),生活配套,距菜市场大约100米距离，距西青医院大约1.5公里。配套相对齐全。
水岸华庭(西青),其他描述,本小区与成发一期同是凤和物业，物业费0.8元㎡/月，物业服务好，小区环境好。
水岸华庭(西青),附近学校,小区属于杨柳青逸夫小学和杨柳青二中学片房。
水岸华庭(西青),生活配套,距小区门口100米有大型菜市场，生活便利。
水岸华庭(西青),居民素质,小区为杨柳青较新小区，本地人居多，居民和谐，居住氛围浓厚。
水岸华庭(西青),不足之处,小区绿化太少，停车位紧张
水岸华庭(西青),不足之处,小区绿化少，车位紧张，小区位置稍偏。
水木天成临湾园,小区户型,小区一共有29栋楼，有1526住户，一室58-77平米，两室72-131平米，三室116-136平米
水木天成临湾园,不足之处,物业一般，光收钱不干活，平米数大，总价过高
水木天成临湾园,附近学校,小区对面就是师范附属小学，可上红桥五中，五中教师力量雄厚，天津首批重点校
水木天成阁林园,居民素质,小区纯商品房 居民素质高 居住的很多都是师范附小学的教师 居住人群年龄20-80岁不等
水木天成阁林园,生活配套,独立游泳健身馆 中心人造花园 市重点天津师范附属小学
水木天成阁林园,轨道交通,出门二百米就是公交车站 有 631 634 846  628 路交通非常便利
水木天成阁林园,小区户型,两室 H户型 双阳面 阴阳户型 南北通透  三室为 H+1户型
水木天成阁林园,不足之处,小区紧邻咸阳路  后面一排紧邻铁路有小量噪音
水溪苑,居民素质,没有吵闹现象"
